Ulasan,Rating
Kenapa saat update itu tidak bisa ya?,1
"Wifi 30mbps tp kalo buka twitter lemotnya bukan main, tp kalo apk lain lancarr pake bgtt",1
"Anjir lo ya twitt, akun gua ga salah apa apa di tutup #twitterbroken",1
Bagus banget aku suka,5
Well...,4
Min....kenapa sekarang di Twitter gak ada muncul balon balon ulang tahun nya???padahal cuma Twitter yang biasanya ngucapin ultah ke gue...balikin lagi dong min balon nya pliss,4
"Mau login & buat akun baru aja dipersulit, dulu mau login fine2 aja, sekarang malah dipersulit. Login pake Akun google harus masukin nama penggunalah, mana saya lupa lagi nama penggunanya karena sudah lama tak main Twitter. Itu permasalahan login. Kemudian saat membuat akun baru, saya disini menggunakan nomor ponsel, saat saya sudah isikan nomor ponsel saya malah ada ""mohon masukan nomor ponsel yang sah"" lah emang nomor saya ILEGAL gitu?? Nomor di Indonesia ILEGAL??",1
Akun gw 3 kelock semua,1
"semenjak udh dipegang ama mas Elon, udh hancur nih apk.",1
Oke.,1
"ora danta, log in aja susahh",1
Google enough,5
Bad your CEO,1
Elon for president 🗿,4
"Buat login gabisaa , nunggu otp juga ga kekirim.kirimm, bwosoooookkkk!!!!!!!",1
Banyak kendala jika ingin login ke twitter aplikasi macam apa ini,1
Sangat cocok untuk selamanya ne,4
Masok bolo,5
"Balikin akunku @masawep. Enak aja akun dari 2009 dianggap bot. Gak asik main lu, Lon!",1
"Tidak dapat verifikasi nomor nomor telepon selalu ada tulisan nomor telepon tidak didukung. (Padahal nomornya benar sesuai negaranya) Tolong diperbaiki ini sangat meresahkan, apabila sudah diperbaiki biar bisa berkembang dan maju",2
Emang mantap,5
"Pertamaklaai suka twitter wkt masih kuliah, tahun 2010, asik aja.",5
"Ada yg bisa bantu ga update tgl lahir malah jadi ga bisa masuk ke Twitter lagi,loading gagal terus",1
Good......,5
"Aplikasi terbusuk yang ada,mau nambah no hp, kata nya tidak terdaftar di jaringan,tololl",1
"Kenapa ya baru di update malah ga ada notif? Ga muncul notifnya kalo ga dibuka aplikasinya. Biasanya kan muncul notif kalo lg ga buka twitter. Entah itu dm, replyan dari orang, orang yg ngefollow. Settingannya udah bener padahal. Ga muncul di window hp nya gt. Tolong responnya",3
"Gabisa login. Email, username, password dah bener malah muncul tulisan tidak bisa mengirim sms ke nomor",1
aku udah memasukkan nomor telepon yang benar tapi tetap tidak bisa masuk kenapa sih?mohon diperbaiki karena ini sangat membuat saya kesal,2
Fix mobile number 2FA code verification,1
Ini kenap sih aku mau login ke akun aku nggak bisa dapet verivikasi badahal no bener lo,1
Aplikasi ini sangat membantu untuk digunakan Twitter lebih menarik dan berguna bagi informasi lebih bermanfaat dan bagus,5
Saya kasih bintang 1 karena banyak iklan.a sekarang,1
"Aplikasi aneh sejak dipegang si melon,masa didaftarin no hp gabisa",1
Luar biasa keren banget,4
Ya sayang maff,5
Coba dulu aja,5
Memepesona,5
Saya tidak bisa login menggunakan nomor ponsel saya,1
Buruk gak bisa masuk,1
Bisa liat updatean ayg² gwh,5
Apa ini masukin nomor telepon aja gabisa+gabisa login,1
Era keterbukaan.,5
Eror trus waktu verifikasi masukin nomor telpon. Kode ga masuk2 tolong lah perbaikiin,1
Gabisa login cokk,1
"Tidak dapat masuk ke akun, pesannya ""kami tidak dapat mengirim sms ke nomor ponsel karena operatornya tidak didukung"". Hadeh",1
Oke dengan berita terbaru dari sesama netizen,4
"aduh sumpah ini kenapa sih?? aku mau buat akun baru pakai nomor, gak bisa. Ada pemberitahuan saat ini nomornya gak bisa dipakai, aku ganti pakai nomor dan hp yang lain juga gak bisa. Waktu pakai email, akun nya gak bisa dibuka harus pakai nomor. Ini kenapa sih???",4
Mau coba pake Twitter bagus apa nggak?,5
"Twitter sekarang ribet, baru mau login udah banyak drama ini salah itu salah, baru mau login udah kena blokir lu maunya apehsi",1
Rawurong ra iso sulit ngetek ke2 fulsa sak iki masuk tweter angel,5
Sudah tidak ada lagi kebebasan bersosmed semenjak twitter dikuasai elon musk.,1
Ga bisa buat akun aplikasi kontl,1
"WOY TWITTER ANEH BAT LU, GUA GA NGETIK TBTB KEKIRIM, BRENGSEK LU",1
Makin susah. Gak bisa verivikasi nomer,1
Tolong twitter buka akun sayaa akun saya ke lock uda beberapa hari minta kode verifikasi ga dikirim kirim... tolong perbaiki sistemya...,1
Ter up date,4
Kenpaa saya engga bisa login pakai no hape Tulisannya no hp tidak sah padahal itu no hp saya dan masih aktiff!!!!!,1
"Kemarin-kemarin habis updat, dm twitter ga bisa dibuka. Yang muncul hanya blank page. Kemudian saya logout dan hapus data. Eh pas mau login ga bisa terus dengan alasan tidak bisa kirim sms karena operator tidak didukung / tidak terdaftar. Ga jelas banget anjir.",1
Kenapa tidak bisa login pada veretifkasi hp no ku nya padahal betul kok gini si,1
Akun saya gak salah apa2 kok tiba2 ditangguhkan.. Akun Rasisme dan Akun Porno dibiarin.. 1 Bintang terlalu bagus utk Twitter..,1
Ga bisa verify no hape !!!,1
"Saya tidak bisa melakukan dm terus disuruh verify number, tapi waktu mau verify number tidak bisa",1
"Tidak bisa buat akun, padahal nomor HP sudah benar.",1
"Akun saya tdk bisa dibuka, disuruh verifikasi hp, saya coba klik minta kode tp selalu gagal... mau buat aku baru juga selalu gagal saat verifikasi menghunakan no hp, pdhal no sdh sesuai..",1
Bug saat mau tweet malah hang,1
Masalah saya ada di login akun yang lama tapi pake no telpon namun saat di coba tidak mendapatkan kode,1
Reset done di stres dan RRR dan gak Drs RRR re d d ssrdderrrrd di mana tidak TT dan Warner Bros dzde SD srrari tadi malam terasa RTRW dsrsrdre rumah Nya RT re dr drdssd,4
ga bisa login² anjeng,1
Jelek....salh sedikit akun di tangguhkan..kagak nyaman,1
Verifikasi lewat nomor tidak bisa. Padahal tidak melanggar aturan tiba2 ditangguhkan. Tolong.,1
Konten yang bersifat 18+ tidak diblokir padahal sudah di report tetap saja postingan masih ada,1
"Gw kecewa Ama twt masak iya nomer gw kaga sah?! Itu nomer bisa Lo di pakek ke apk lain, waktu udah bisa malah ga bisa di daftarkan apa-apaan?!",1
Aplikasi kntl Sumpah paling ribet daftar ni aplikasi,1
"Twitter aplikasi terjelek dan terburuk sejak ganti CEO, Tiap hari razia main suspend/locked sembarang akun, No hp indonesia di blokir dan gak bisa buat daftar akun baru, kode verif lewat sms pun gak masuk, applikasi sampahhhhh😡😡😡",1
"Padhl udh masukin no ny bnr tapi malah ada bacaan, maap tidak bisa mendaftarkan, gimna sih, udh beli no bru tetap aja... Itu bug atau gimna tolong di perbaiki...",1
Terus ditingkatkan lagi untuk lebih gampang untuk bersosialisasi dan privasi lebih terjaga jika diperlukan. Terimakasih,4
Mantap elon,5
Semenjak twitter di beli elon musk semakin rusak,1
"Males bet dah, ga bisa di buat ganti foto profil cuq",1
Ga bisa daftar dalam aplikasinya sungguh tidak bisa masuk,1
Gara² elon,1
Sekarang twitter sudah dibuat ribet semenjak pindah tangan akun yang benar-benar kita punya dianggap robot langsung dikunci ....👎,1
Baguss bgt suka ❤,5
Tolong twitter diperbaiki banyak akun yang ke kunci pas verikasi nomor tidak bisa padahal nomornya sudah benar😤,1
Semoga bermanfaat aplikasinya n mantap.,5
Aplikasi Gak Jelas...Tau tau akun di lock,1
"Twitter makin lama makin kek anj1ng sumpah aplikasinya. Udah kemarin suspend massal akun, sekarang ga bisa pulak ngirim OTP buat verifikasi akun. Anjingggg emang twitter ini. Makin lama makin ngadi ngadi semenjak dimiliki si khont0l elon musk.",1
Elon ga jelas su,1
"Memudahkan untuk mengetahui berita terbaru, dll",5
Twitter buruk sering bermasalah,1
Oke mantapkan,5
"Tik Tok lebih bagus dari Twitter, sangat buruk verifikasi SMS tidak bisa dan akun tidak bisa diakses lagi.",1
"Vangke lu ada mslh apa sih twitter? G ga bisa log in pdhl kode udah bener, g pake lupa sandi, begitu klik alasan gantik ode minta verifikasi ga bisa krna operator tidak mendukung sms. Apa apan itu!!",1
Bagus bgt...,5
"Aplikasinya sangat bagus dan mudah dipahami fitur-fitur yang ada di dalamnya, saya sangat suka.",5
Susahnya dalam login ke aplikasi,1
Berita harus tetap akurat dan faktual... Trimakasih,5
"Tiba-tiba nggak bisa dibuka.Suruh kirim kode sms tetep nggak bisa.Ini saya coba uninstall,semoga bisa dibuka lagi aplikasinya.",1
"abis di update malah ancur! masa udah nyalain notif tweet gak nongol"" mending mamang elon cabut aja ancur dah twitter, elon musk n nya ngeselin",1
Gk bisa masuk ini kenapa yah ?,2
Ok Banget 👍,5
"Makin baik, variatif tp masih perlu juga ditingkatkan",4
Banyak Video Ena Enak nya 🤤😋,5
Kayak cepet aplikasinya,4
Sekali daftar akun ditangguhkan okelah Full Senyum,1
Terbaik. Gua kurangi satu karena banyak bokep.,4
"Gak dipakai apa2 tiba2 ditangguhkan... Udah konfirmasi Bantuan juga masih tetap aja gak bisa. Kalau follow profile yang terlalu sering dianggap robot dan ditangguhkan, kasih pesan peringatan atau system dibuat gak bisa follow aja, gak usah harus ditangguhkan. Mendingan balik lagi ke IG dan FB aja lah terlalu rumit ni aplikasi. Nihh bintang 1 buat aplikasi bocil. Yang buat rating 5 ni apk, gua tandai spam... Banyak konten porno dan apk gak stabil. Yuk hancurkan apk ni dr PS",1
Tidak bisa verifikasi no hp padahal nomor aktif,1
bagus aplikasi nya,4
Kode verifikasi dan nomer hp tidak bisa,1
the best deh,5
Mantap selalu update,4
Knapa makin rese,1
"Kalau bisa nol, nol aku rating ini aplikasi. Kok bisa pulak nomor telepon tidak didukung padahal akun lama. Makin lain ini aplikasi sekarang. Makin parah. Perbaiki lah benar-benar, jangan menganeh-aneh!!!!",1
"Ada masalah dengan login setelah update, ada pesan ""We can't send a text message to this phone number because its oprator is not supported"" Padahal sebelum update lancar tidak ada issue seperti saat ini. Menurut saya sekelas twitter pasti memiliki orang""ahli untuk mengatasi masalah ini, diharapkan masalah seperti ini cepat teratasi dikarenakan sangat mengganggu pengguna aktif khususnya",1
Kerenn dan tidak mengecewakan..,5
Tiba tiba akun di batasi udah minta verifikasi no telpon malah kesalahan teknis terus makin kesini makin aneh aja,1
GABISA CREATE AKUN BARU PAKE NOMOR !!!,1
Gabisa perivikasi nomer padahal udah dicoba 3 sim card kartu aneh padahal aktif semua kartunya ribet banget jadi ga bisa login,1
Gk bisa buat !!,1
Mau daftar di persulit bangsatttt,1
Kenpa Twitter tidak bisa masuk udah 1 Minggu lebih,5
tidak bisa login ke twitter,5
"ini aplikasi kenapa lah, login pakai akun lama gk bisa,. daftar akun baru juga gk bisa.",1
Kenapa Twitter sekarang tidak bisa membuat akun baru,1
"Banyak Tweet yg gbisa diterjemahkan, pasti muncul ""tidak bisa menerjemahkan Tweet silahkan coba lagi"" Udah di uninstall trs pasang lagi tetep aja kaya gitu",1
Saya sangat menyukai aplikasi Twitter Walaupun saya kurang memahami cr memakainya tp saya sangat suka Semoga sukses dan semakin maju,5
"Tolong diperbaiki, ini kenapa tidak bisa menerima otp padahal nomor saya aktif",1
Sya tidak tau begitu mau balas komentar tiba tiba kembali ke beranda dan akhirnya terkunci dan sama sekali g bisa terbuka pdhl tidak ada hal yg menurut saya buruk,3
Saya mau masuk ke akun dengan menggunakan nomor telfon sendiri kenapa di bilang tidak sah maksud nya apa,1
ga jelas masa kodenya g ada udah 3 jam lebih nungguin gak ada kode ny,1
Untuk sekelas aplikasi twitter seharusnya mudah untuk login tapi malah susah saat menambahkan nomer telfon selalu gagal,3
keeereen,5
Bgs bgttt🤍🤍,5
Apk apa ini cok cok,1
"gbs msk di akun lm,udh pk email ttp aj sm kodeny jg slhmu diksh👎👎",1
"Apk ga jelas suruh masukin no HP malah gak bisa, tolol abis nih apk",1
Knpa no hp selalu tidak didukung ketika mau login kembali? Gak pernah buat status aneh2 dan posting aneh2 knpa saya dikeluarkan trus mau login no hp tidak didukung?,1
"Susah login,bikin bad mood",1
"Bbrp akun diblokir, jdi agak males skrng",3
Daftar bermasalah terus,1
😠😠😠😠😠😠😠😠😠😠,1
"Twitter makin kesini makin buruk,mau nambah no hp gk bisa,suruh verifikasi mental keluar terus,tolong di perbarui kaya dulu dong jangan di persulit seperti ini",1
Tolong dibantu,5
jelek asu apps nya. fakkk,1
mantab pokoe,5
Y pokok nye gitu,1
Gk bisa masuk lagi...,2
Nyoba blum pernah,2
Aplikasi Gak Jelass masa refresh Mulu Sama banyak bug nya lagi padahan sinyal lancar aja kok laggg orang mah update nya nambah bagus Ini malah nambah parah suka ngelag gitu saat liat video atau fotooo,1
Masalah gua cuma satu yaitu Space twitter suka keluar sendiri dan gua gak ngerti masa kalah sama aplikasi sebelah fiturnya mirip sama space bahkan bisa oncam yang notabene nya aplikasinya lebih berat daripada Twitter,2
Kok gk bisa di update ya?,1
Bagus karna bisa nonton bokep bareng,5
Susahhh polll,2
Aplikasi ga jelas mau login aja susah bngt ada verifikasi nomor mulu mana nomor yang dipake ga bisa lagi twiter kntl,1
Habis update ko ukuran font nya jadi gede banget. Cara setting ke ukuran normal gimana sih ko ga ada di settingan twitter,1
Twitter error,1
Banyak video bokep berseliweran,2
💚💚💚💚💚💚💚,5
Terlalu ribet banyak aturan Saya yakin Twitter akan banyak ditinggalkan. 👎👎👎👎👎👎👎👎👎👎,1
Verifikasi aja kaga bisa aplikasi apaan,1
Oke jhosss lah nie,5
Aplikasi bagus buat nonton pekob,5
Saya mau cerita...................................... Ngertikan hehe,5
"Tema bagus tepat sasaran ,fakta",5
Sensitif gayss,5
Update informasi yang menarik,5
"Twiter sekarang eror . Ketika diminta verifikasi nomor hp malah tidak bisa,dan nomor ponsel tidak didukung,padahal saya sudah menggunakan nomor baru dan tidak pernah saya gunakan di twiter lainnya . Tolong bntu akses akun saya",1
Twitter Buka Akuqiapa,5
please don't suspend my account I didn't break Twitter rules at all I just replied to my friend's DM suddenly my account was suspended. Thanks,1
5 star,5
"makin ribet dan tidak bisa membedakan mana akun real dan mana bot, sungguh menganyingkan 🙄",1
Kaga bisa log in gmna si!!!!,1
Ternyara sama keluahannya. Ga bisa masuk gara2 verifikasi otp ke nomor hp ga masuk. Bego yg bikin skg,1
"Joss, 👍",5
Daftar aja susah no telepon ga valid mulu,1
"mau login susah banget, selalu operator tidak didukung aigooo",2
Maksudnya ini apa ya?? Suruh konfirmasi no telfon. Di masukan nomer katanya format tidak sesuai. Terus maunya apa??,1
👉👌💦💦,5
Mantep,1
APK TOLOL DAFTAR AJA RIBET BET NGTD,1
"Masalah pada login, operator tidak didukung. Mohon diperbaiki lagi",1
Memalukan uptade setiap Minggu tapi ttp aja lelet..,1
Log in aja butuh tali yang panjang banget,1
"Masa akun gue ditangguhin padahal gue kalo buka twitter cuman buat liat trending doang gak pernah ngapa²in,mau bikin akun lagi gak bisa katanya no tidak di dukung,kirim kode verifikasi gak bisa gimana si gak jelas banget tolong segera di perbaiki.Tidak ramah bintang satu",1
Kenapa saya gak bisa login padahal saya pertama kali buka Twitter padahal saya gak pernah nama saya bisa masuk buat login,1
Akun saya diblokir pihak twitter,1
Kenapa no ponsel tidak bisa digunakan,1
"bagus, cuma berharap aja sih ada Fitur subtitle nya:D",4
"IPHONE NUMBER INVALID, FUC ELON",1
Bug download,1
bagus dqn sukses terus untuk twitter,5
Good job idea,5
"Terpaksa bikin akun baru malah gak bisa, nomor ponsel gak sah ini itu lah, pusing pala aku. Sekarang malah gak bisa buka sama sekali. Woiiii nomor hape ku cuma ini. Gimana bisa bilang gak sah",1
aplksi nya mantap.,5
Buka video skrg udh kaga bisa masa :(,1
KOnT0L NAPA SI ANJ KALO LAGI LIAT LIAT POSTINGAN ORANG JANGAN DI REFRESH TRUS GO BLOCK tol0l NGHENTH0d ☝️🗿🐱🐈😅🗿😔😭☝️🗿🤨🤨😩😡😡😡😙😍🥰😙😍😄🤫😐🤐😱🙁😞☹️😓☹️😟🥵🥶🥵🥶🥶,1
Bugus,5
Saya bisa buka video2 kesukaan saya,5
Tolol daptar tidak bisa,1
i lost my twiiter account.. WHAT YOU'VE DONE !!!,1
"Twitger selama ini udah baik aja, cuman sekarang agak sering ngebug ya kalo dibuat nyecrool/nonton vidio terlalu lama, bahkan suak keluar sendjri",4
Makin parah semenjak dipegang Elon.,1
Terasa lebih berat dan lama,1
Kenpa twiter gbsa verif nomor ap lgi eror? Tolong perbaiki,1
Gk ada guna bnyak Masalah nya,1
Apli kasi sampah mendi di hapus saja banyak bug nya aplikasi super sampahhh,1
Kurangi iklan...,5
Mantaap ... teruskan,5
"Bisa juga ni Twitter,",5
ngga bisa login.,2
Kon10/ mau login aja susah bangett bngsttttt,1
Briliant,5
Twitter kalau memblokir atau mengunci akun twitter dikasih tahu apa kesalahannya. Ini sy jarang sekali mentweet paling cm menekan tanda hati tiba2 akun di blokir/di kunci. Pantas twitter tidak msk 10 besar app media sosial yg paling banyak digunakan,1
Twitardd,1
bagusi,5
"Tidak bisa di updte,tolong diperbaiki",1
tampilan yang menarik. Hanya sedikit saran bisa gak kalau ada yang buat thread itu di statusnya tetap tersusun seperti rantai thread dan bukan tweet terpisah. soalnya jadi berantakan dan gak cantik Twitter kembalikan akun saya. Gada pelanggaran dari akun saya🥺,5
aplikasi twitter sedang perbaikan ya? Kok saya ngeklik ikon Tweet nunggunya lama?,3
"Kemaren tiba-tiba keluar, abis tu mau masuk lagi ga bisa² katanya kesalahan teknis, masa 3 hari kesalahan teknis bangsatttt, woiiii perbaikiiiiii",1
"Kenapa daftar Twitter pake autentikasi yang gak jelas, susah di pahami",1
Bets,5
"Gajelas cok, msa pas gw mau msuk, pke no telp gabisaaaaa",1
"Hallo Twitter, saya kecewa sekali atas kejadian yang saya alami akun saya tiba-tiba dikunci dan sulit sekali saya mendapatkan verifikasi lewat nomor ponsel. Kejadian ini bukan sekali saja namun kejadian saat ini yang paling membuat saya kesal pasalnya sampai berhari-hari tidak ada penanganan, sudah tiga kali juga saya pengaduan tapi tidak ada arahan apa pun. Jika akun saya dikunci karena melanggar aturan maka tampakan pada saya hal tersebut, postingan dll saja kebanyakan tentang olahraga",1
"Mau posting foto ga bisa, ngetwit gabisa",1
Mazing,5
"Heran.. saya punya akun real, bukan fake. Dan keperluan untuk share hasil karya, Tapi di banned tanpa alasan yg jelas. Disuruh verifikasi nomor tapi gagal.",3
"Dengan saya mendonload twiter ini,saya jadi banyak bahan dan hampir setiap saat saya ch0li saya suka saya suka. Jangan lupa like komen serta subcribe ya teman teman.😊😊😊",5
"Minn, ini kok gak bisa di download sampe 100% ya? Pdhl sdh 90%😔",1
oke lah.,5
RIBEET WEEHH NOMOR TLP G DI VERIVIKASI!!!!!!,1
"aplikasi sampah, gabisa bikin akun",1
ups yh,1
Sagat2 meghiburyg terbaik,5
Ini bener bener nggak sesuai,1
Padahal twitter udah terkenal tapi kok gak jelas sistem nya . Daftar twitter pake nomor bacaan nya tidak sah .,1
"Sebelumnya saya sangat kecewa dengan fitur verifikasi nomer ponsel kenapa kok pas saya verifikasi, nomer tidak sah sedangkan saya kan download di Indonesia dan saya warga negara indonesia kenapa kok saya pakai nomer ponsel Indonesia kok enggak sah padahal di awal saya juga pakai bahasa Indonesia, mohon untuk pengembang itu di perbaiki saya tidak tau itu bug atau apa tapi saya sampek pusing dari kemarin saya daftar masih gak ada hasil saya kira mungkin jaringan saya tapi kok sampai sekarang help?",1
𝗚𝗼𝗼𝗼𝗱,5
Baru masuk di akun Twitter moga lancar,5
Buka twiter,4
Nomernya udah bener pas mau daftar tapi kenapa masih tetep gak bisa masuk,1
Pengguna baru,5
2FA error,1
twiter emang ok!!,5
Koyo tai,1
iyain,5
"mantap,bisa buat liat bokep",5
"Apk ini udah keren bagus banget. Cuman, tolong bugnya diilangin ganggu banget",5
To lol. Daftar ja kaya mau daftar pemilu. Susah kaya t4i,1
Tambah menjadi lebih buruk lagi,1
Saya kasih bintang 3 dulu ya,3
"Tiba tiba kesuspend, verifikasi nomor hp saja tidak mendukung nomor operator telekomunikasi Indonesia",1
aplikasi tolol gagal terus,1
Habis diupdate kok malah sering force close,1
this app is my home,5
Lemot terus,1
DI update malah lemot ngehe,1
Susah daftar padahal no hp bener tapi nggk bisa daftar,1
"gg bisa masuk ke aplikasi, setiap masuk disuruh verifikasi daftar nomor telepon, pas udh di daftarin mlhn nomornya gg valid pdhl udh coba pake 2 nomor tetep aja gg bisa .. dahlah unistal aja .. makasih udh nemenin dari 2012-2022 :)",1
"Entah salah apa tiba tiba gak bisa masuk akun lagi , diminta verifikasi nomor hp , kita masukan nomor hp yg bener , tetap gak bisa masuk katanya nomor tidak mendukung. Ya sudah gak main twitter lagi",1
Aplikasi sangat jelek,1
Apk bangke mau buat aku gak bisa bikin,1
"SUMPAH MAKIN LAMA MAKIN KAGA JELAS BANGET TWITTER, SEBULAN BISA 2 ATAU 3 KALI UPDATE MENDING JELAS UPDATE NYA, YANG DI UPDATE BUGNYA NGGAK TAU BUG APA!!!",2
Jd gak bisa login tiba2 ke log out,1
Akun saya ditangguh padahal saya GK main Twitter 1 bulan lebih tapi kok bisa kena tangguh,1
Sush masuk pante,5
"Aplikasi paling ribet, sering ke lock akun sering kena limit 3hari, mau kaitkan akun ke no telp aja susah bgt udh coba2 semua nmr tp gabisa dikaitkan aneh",1
"Saya tidak bisa melakukan verifikasi saat pendaftaran, nomer saya selalu dikatakan tidak sah, aplikasi sampah",1
No Indonesia tidak bisa tidak ada solusi maaf saya kasih bintang 1 sangat mengecewakan,1
"Pihak twitter, akun saya keluar dan saya tidak bisa mengakses kode. Buruk sekali",1
G bisa daftar anj,1
"buruk banget, padahal aku udah masukin nomor telepon tapi katanya itu bukan nomor telepon yang sah, udah nyoba 5 nomor tapi sama aja, apaan sih gajelas banget nih apk",1
Berita 100 % original dan akurat no hoax,4
Ini kenapa emoji-nya jadi error dah gak jelas banget,1
Trimakasih,5
Kena apa saya diblokir,5
Setelah di update tidak bisa masuk. Selalu gagal login setiap kali diminta memasukan nomor hp yang terdaftar padahal daftarnya memakai email,1
Bngus bnget,5
"Di aplikasi ini bisa jadi anonim yg numpang curhat di tl, gak follow dan di follow siapa2. sekedar cerita karna gak ada siapa-siapa buat denger. Terimakasih 🙏",5
Twitter udah dibeli Elon muks,2
Apl sangat bagus,5
Terbaik kebasan berekspresi dan share konten² yang menarik dan bikin ketagihan untuk mengakses aplikasi ini,5
Bermanfaat untuk informasi terkini...👍🏻🙏🏻,5
"Padahal nomor hp nya uda benar,tapi Masi aja gak bisa",1
Elon musk your mom dog,1
Knp waktu isi nomor verifikasi nomornya tidak dapat dipakai udh hmpir 5 nomor yg dicoba sama aj tolong lah twiter,1
"very bad, when I wanted to verify the phone number the system always said it couldn't from morning to night I tried just the same, you're stupid",1
Ini kenapa susah daftar akun sih,1
Kenapa tidak jalan Twitternya,5
BROKEN APP chatting on twitt likes to be problematic ALWAYSS,1
Ok aplikasinya,5
Mau tau kenapa awal kita masuk yg lain sdh pada ratusan ribu sementara sy masih satusn klo dulu tdk begitu 👎👎👎👎,1
Tolong dong difix gabisa nambah nomor tlp,4
Keeren,5
Coba,2
notifikasi pop-up tidak muncul. direct message tiba-tiba terbuka sendiri. video/media lain seperti gif dan foto juga jadi tidak dapat disalin ☹️ fitur moment yang sangat penting malah dihilangkan 💔,1
ij,5
Aplikasi paling terpercaya 👍👍👍,5
Bututtt,1
"Cant login because it is said 'not supporting operator', cant even register new phone number for my new acc",1
Hooh,5
Banyak lemotnya.,2
Gk bisa masuk gimana sih,1
Oke aja,4
"Good,.....😉",5
"Aplikasi seru ,cuma perlu mungkin di tambah bbrp fitur baru",4
twitter makin di update makin aneh💀💀💀,1
"Pengalaman yA,, belajar menjadi ibu rumah tangga di jlani sepenuh hati",5
PLEASE RETURN SPACE FEATURE ON TWITTER ‼️ IF NOT RETURN KITA SANGAT KECEWA 😡,1
Akun ke suspended,1
Mau bikin akun aja di persulit,1
"For problem adding phone number, now error, please fix that bug",2
Saya kasih bintang 3 dlu Soalnya blum perna pakai aplikasi ini,3
Saya tidak mau memberikan bintang karena apk ini tidak bagus dan menyusahkan,1
"Banyakan yg share situs bokep , gg baik buat imam",1
Akun pertama saya ga bs dibuka. Dengan alasan sedang diproses,2
Coba dlu Bru blajar main Twitter,4
Kenapa akun saya jadi enggak bisa masuk. Minta verifikasi lewat no hp ngak bisa trus parahh ni,1
Senang sekali bisa bertemu dengan teman jarak jauh,5
Boke japan,5
Twitter kontoooll,1
"Bagus, but kadang suka ngelag atau lagi ngescroll akun org kebawah eh tiba² naik ke atas. Ke ulang lagi😭",3
Konfirmasi no telepon syulit,1
Kenapa mau daftar saja tidak bisa.,1
Mantap aja,5
Woy gmnaa ini bikin akun nya ga bisa bisa udah coba berkali kali asuuu jnck,1
Mancing,5
Semoga memuaskan,1
🤣🤣🤣🤣😃😃😃😃😃😃😃,5
Ribet banget verifikasi no hp susah minta ampun skrg mau masuk ribet parah,1
"the apk really good,but in this update you like button cannot be pressed,only be pressed when inside the other people informstion snd others,pls fix it",5
"ga logout tp tiba² minta verifikasi nomer hp, sdh klik kirim kode ke nomer hp yg terdaftar tp ga mau ke kirim. akhirnya sampe sekarang ga bisa masuk ke aplikasinya. tolong solusinya. hidupku hampa tanpa scroll twitter",1
"Saya mau buat akun baru, tapi terkendala di verifikasi nomor hp, ada yg bisa saya lakukan?",1
Mau join aja ribet bngt,1
"Lihat komentar semuanya ternyata senasip , parah emang ini aplikasi",1
i love twitter!!,5
yg disini demi mas kaesang jom join,5
What's a beautiful place,5
"Hari akun saya terkunci tiba2, sdh saya coba hubungi admin tapi msh tdk bisa login. Ketika daftar akun baru tidak bisa juga. Anehh!!",1
Loginnya susah terus cara balikin akunku gimana,1
Mesinnya main banned aja... Ajukan banding di tolak... Hadeuuhhh,1
tweet tweeet yuuuk,5
"aplikasi nya bagus, sekarang fitur space nya ilang, kalo ikut space orang suaranya yg hilang, yaaa gimana kak solusinya",3
"after changing ownership, Twitter became strange",1
"apaan deh, verifikasinya lama banget, aku sampe stress bngt ini mah :((",3
"Apk ini makin ribet deh. Masa aku mau login ke akun lama ku nggak bisa katanya jaringan bermaslah, nomor gak sah padahal nomor aku masih aktif jaringan dirumah juga lancar'' aja gimana sih ini. Tolong diperbaiki dong sistemnya",1
Kenapa sering kena blokir akun saya,5
Setelah Prancis menang saya tak lupa pada Allah mba di,5
"Fitur space di hapus kenapa ? Padahal itu bagus, udah ngak ad space ngak menarik lagi ni aplikasi sama aja kek yang lainnya..susah mau denger obrolan yang bagus buat nambah temen dan informasi, tolong dong kembalikan fitur space nya",1
Ribet aplikasi anying,1
gabisa di download,2
Gatau pokoknya ya kek gitu lah,1
goodlikes,5
Medsos Bagus,5
"Banyak yang di suspend,verifikasi lewat sms ga di kirim kirim.",1
Jncok ruwet,1
Mempersulit dalam akses login,1
"Saya suka sekali dengan aplikasi ini, tapi kenapa sering kena banned? Padahal baru bikin pagi, siang buka di banned lagi. Tolong lah bang elon",5
Woyy aplikasi benerin,1
Susah CARA MASUK,1
"Jelek aplikasi perusahann ini..ISi nya konten hoax semua .berita gak mutu,,",1
Mengadu masalah disini apa ada gunanya? emang bakal direspon?,1
Twitter agakk gimnaa ya skrng,1
WHERE'S THE SPACE FEATURE??? DID IT GET REMOVED? WHY TTHO?,3
lof bgt sama aplikasi ini,5
Hmmmm..... Agak ribet,1
